time,latitude,longitude,vgrd10m,ugrd10m
2020-06-21T15:00:00Z,47.5,246,1.0724365,1.1867138
2020-06-21T15:00:00Z,48,246,2.2924364,0.006713867
2020-06-21T18:00:00Z,47,246,0.104697265,3.100449
2020-06-21T18:00:00Z,47.5,246,0.20469727,2.6804492
2020-06-21T18:00:00Z,48,246,1.4646972,1.5304492
2020-06-21T21:00:00Z,47,246,-0.7064917,5.0010495
2020-06-21T21:00:00Z,47.5,246,-1.1764916,2.7110498
2020-06-21T21:00:00Z,48,246,1.2835083,1.0710498
2020-06-22T00:00:00Z,47,246,-1.3986157,3.951594
2020-06-22T00:00:00Z,47.5,246,0.88138425,5.111594
2020-06-22T00:00:00Z,48,246,1.6313843,1.4415942
2020-06-22T03:00:00Z,47,246,0.05300781,2.809458
2020-06-22T03:00:00Z,47.5,246,1.6130078,1.7694579
2020-06-22T03:00:00Z,48,246,-0.4169922,2.189458
2020-06-22T06:00:00Z,47,246,-0.2851782,0.46318847
2020-06-22T06:00:00Z,47.5,246,0.6848218,-0.42681152
2020-06-22T06:00:00Z,48,246,0.6948218,-1.3668115
2020-06-22T09:00:00Z,47,246,0.24530761,-0.29021972
2020-06-22T09:00:00Z,47.5,246,0.8353076,-0.4002197
2020-06-22T09:00:00Z,48,246,1.7853075,-1.1302197
2020-06-22T12:00:00Z,47,246,0.30938965,0.11095703
2020-06-22T12:00:00Z,47.5,246,0.7893896,-0.40904295
2020-06-22T12:00:00Z,48,246,0.86938965,-0.759043
2020-06-22T15:00:00Z,47,246,0.6837939,0.94480956
2020-06-22T15:00:00Z,47.5,246,0.19379394,1.3748095
2020-06-22T15:00:00Z,48,246,1.113794,1.0748096
2020-06-22T18:00:00Z,47,246,0.4356714,1.5225732
2020-06-22T18:00:00Z,47.5,246,0.36567137,2.0925732
2020-06-22T18:00:00Z,48,246,1.5356714,1.6825732
2020-06-22T21:00:00Z,47,246,-0.9405737,2.282185
2020-06-22T21:00:00Z,47.5,246,-0.27057374,1.862185
2020-06-22T21:00:00Z,48,246,1.8194262,1.4221851
2020-06-23T00:00:00Z,47,246,-2.0858593,1.0006152
2020-06-23T00:00:00Z,47.5,246,-0.44585937,1.3506153
2020-06-23T00:00:00Z,48,246,2.2341406,0.48061523
2020-06-23T03:00:00Z,47,246,-1.18437,-0.102714844
2020-06-23T03:00:00Z,47.5,246,0.36562988,0.077285156
2020-06-23T03:00:00Z,48,246,1.7656299,0.15728515
2020-06-23T06:00:00Z,47,246,-0.410957,-0.3758838
2020-06-23T06:00:00Z,47.5,246,0.59904295,-1.1258838
2020-06-23T06:00:00Z,48,246,0.92904294,-1.1758838
2020-06-23T09:00:00Z,47,246,0.56744385,-0.36787596
2020-06-23T09:00:00Z,47.5,246,0.64744383,-0.747876
2020-06-23T09:00:00Z,48,246,0.9774438,-1.0078759
2020-06-23T12:00:00Z,47,246,0.5847363,-0.635957
2020-06-23T12:00:00Z,47.5,246,0.7547363,-0.745957
2020-06-23T12:00:00Z,48,246,0.4647363,-0.685957
2020-06-23T15:00:00Z,47,246,1.0555518,0.7869482
2020-06-23T15:00:00Z,47.5,246,0.31555176,1.4669482
2020-06-23T15:00:00Z,48,246,0.94555175,1.1269482
2020-06-23T18:00:00Z,47,246,0.2560669,1.6525586
2020-06-23T18:00:00Z,47.5,246,-0.093933105,2.1825585
2020-06-23T18:00:00Z,48,246,1.3660668,1.5725585
2020-06-23T21:00:00Z,47,246,-0.9137817,1.5118359
2020-06-23T21:00:00Z,47.5,246,-0.113781735,1.8218359
2020-06-23T21:00:00Z,48,246,1.9562182,1.231836
2020-06-24T00:00:00Z,47,246,-1.2841674,1.5277514
2020-06-24T00:00:00Z,47.5,246,-0.34416747,0.38775146
2020-06-24T00:00:00Z,48,246,1.8658324,0.64775145
2020-06-24T03:00:00Z,47,246,-1.0779566,0.09184814
2020-06-24T03:00:00Z,47.5,246,0.66204345,-0.23815185
2020-06-24T03:00:00Z,48,246,1.9320434,-0.098151855
2020-06-24T06:00:00Z,47,246,0.3568164,-0.499104
2020-06-24T06:00:00Z,47.5,246,1.1068164,-1.559104
2020-06-24T06:00:00Z,48,246,0.6668164,-1.789104
2020-06-24T09:00:00Z,47,246,0.7372827,-0.78150874
2020-06-24T09:00:00Z,47.5,246,0.9972827,-1.2015088
2020-06-24T09:00:00Z,48,246,0.9472827,-1.8515087
2020-06-24T12:00:00Z,47,246,0.23260254,-0.51240724
2020-06-24T12:00:00Z,47.5,246,0.30260253,-0.8624072
2020-06-24T12:00:00Z,48,246,-0.45739746,-1.0024072
2020-06-24T15:00:00Z,47,246,1.2853051,0.15067382
2020-06-24T15:00:00Z,47.5,246,0.6253052,0.8206738
2020-06-24T15:00:00Z,48,246,1.0953052,0.62067384
2020-06-24T18:00:00Z,47,246,0.8774292,1.3168871
2020-06-24T18:00:00Z,47.5,246,0.9274292,1.6268872
2020-06-24T18:00:00Z,48,246,1.8374292,1.4568871
2020-06-24T21:00:00Z,47,246,1.1607715,2.812617
2020-06-24T21:00:00Z,47.5,246,-1.6592284,0.6226172
2020-06-24T21:00:00Z,48,246,3.6507714,1.1526172
